Period,cds
23/07/2025,27.729
22/07/2025,28.064
21/07/2025,28.463
18/07/2025,28.699
17/07/2025,28.763
16/07/2025,28.803
15/07/2025,28.828
14/07/2025,28.667
11/07/2025,28.745
10/07/2025,29.265
09/07/2025,29.351
08/07/2025,29.312
07/07/2025,29.646
04/07/2025,29.663
03/07/2025,29.95
02/07/2025,30.51
01/07/2025,30.637
30/06/2025,30.612
27/06/2025,30.493
26/06/2025,30.53
25/06/2025,30.649
24/06/2025,30.728
23/06/2025,31.604
20/06/2025,31.608
19/06/2025,31.569
18/06/2025,31.374
17/06/2025,31.117
16/06/2025,31.234
13/06/2025,31.323
12/06/2025,31.17
11/06/2025,31.195
10/06/2025,31.259
09/06/2025,31.35
06/06/2025,31.685
05/06/2025,31.951
04/06/2025,32.161
03/06/2025,32.564
02/06/2025,33.098
30/05/2025,33.558
29/05/2025,33.7
28/05/2025,33.77
27/05/2025,34.192
26/05/2025,34.071
23/05/2025,34.223
22/05/2025,34.307
21/05/2025,34.125
20/05/2025,34.226
19/05/2025,34.251
16/05/2025,34.34
15/05/2025,34.542
14/05/2025,34.287
13/05/2025,34.275
12/05/2025,34.311
09/05/2025,35.136
08/05/2025,35.404
07/05/2025,35.529
06/05/2025,35.784
05/05/2025,36.174
02/05/2025,35.918
01/05/2025,35.756
30/04/2025,35.945
29/04/2025,36.2
28/04/2025,36.143
25/04/2025,36.212
24/04/2025,37.011
23/04/2025,36.833
22/04/2025,37.575
21/04/2025,37.8
18/04/2025,37.897
17/04/2025,37.916
16/04/2025,38.058
15/04/2025,37.758
14/04/2025,38.249
11/04/2025,38.243
10/04/2025,37.206
09/04/2025,37.806
08/04/2025,36.466
07/04/2025,37.901
04/04/2025,35.234
03/04/2025,34.084
02/04/2025,33.248
01/04/2025,33.406
31/03/2025,33.278
28/03/2025,32.758
27/03/2025,32.662
26/03/2025,32.701
25/03/2025,32.844
24/03/2025,33.3
21/03/2025,33.342
20/03/2025,32.773
19/03/2025,29.984
18/03/2025,29.945
17/03/2025,30.092
14/03/2025,30.388
13/03/2025,30.312
12/03/2025,29.202
11/03/2025,29.542
10/03/2025,29.542
07/03/2025,29.115
06/03/2025,28.848
05/03/2025,28.833
04/03/2025,29.237
03/03/2025,29.158
28/02/2025,30.254
27/02/2025,29.858
26/02/2025,29.717
25/02/2025,30.021
24/02/2025,29.973
21/02/2025,30.191
20/02/2025,30.175
19/02/2025,30.4
18/02/2025,30.455
17/02/2025,30.924
14/02/2025,31.776
13/02/2025,31.864
12/02/2025,32.403
11/02/2025,32.662
10/02/2025,32.597
07/02/2025,32.799
06/02/2025,33.002
05/02/2025,33.477
04/02/2025,33.441
03/02/2025,33.853
31/01/2025,32.719
30/01/2025,32.677
29/01/2025,32.905
28/01/2025,33.188
27/01/2025,33.52
24/01/2025,33.248
23/01/2025,33.724
22/01/2025,33.12
21/01/2025,34.16
20/01/2025,34.134
17/01/2025,34.338
16/01/2025,34.613
15/01/2025,34.728
14/01/2025,35.636
13/01/2025,36.302
10/01/2025,35.898
09/01/2025,36.19
08/01/2025,34.942
07/01/2025,34.942
06/01/2025,34.793
03/01/2025,35.046
02/01/2025,35.085
01/01/2025,35.456
31/12/2024,35.227
30/12/2024,34.638
27/12/2024,34.892
26/12/2024,35.013
25/12/2024,35.086
24/12/2024,35.102
23/12/2024,35.257
20/12/2024,35.074
19/12/2024,35.299
18/12/2024,33.844
17/12/2024,34.08
16/12/2024,33.559
13/12/2024,33.439
12/12/2024,33.455
11/12/2024,33.213
10/12/2024,33.286
09/12/2024,33.347
06/12/2024,33.013
05/12/2024,33.273
04/12/2024,33.338
03/12/2024,33.415
02/12/2024,32.577
29/11/2024,31.913
28/11/2024,32.331
27/11/2024,32.608
26/11/2024,31.599
25/11/2024,31.679
22/11/2024,30.122
21/11/2024,30.097
20/11/2024,30.097
19/11/2024,29.827
18/11/2024,29.944
15/11/2024,29.992
14/11/2024,29.796
13/11/2024,29.673
12/11/2024,30.054
11/11/2024,29.728
08/11/2024,30.069
07/11/2024,30.467
06/11/2024,30.04
05/11/2024,29.61
04/11/2024,29.695
01/11/2024,29.841
31/10/2024,29.868
30/10/2024,29.951
29/10/2024,29.875
28/10/2024,29.8
25/10/2024,30.323
24/10/2024,30.794
23/10/2024,30.539
22/10/2024,30.518
21/10/2024,30.544
18/10/2024,30.698
17/10/2024,31.017
16/10/2024,32.113
15/10/2024,31.954
14/10/2024,32.099
11/10/2024,32.414
10/10/2024,32.983
09/10/2024,33.976
08/10/2024,34.344
07/10/2024,34.089
04/10/2024,34.205
03/10/2024,35.137
02/10/2024,35.24
01/10/2024,35.253
30/09/2024,35.263
27/09/2024,35.338
26/09/2024,35.371
25/09/2024,36.213
24/09/2024,36.579
23/09/2024,36.543
20/09/2024,36.949
19/09/2024,33.925
18/09/2024,33.922
17/09/2024,33.754
16/09/2024,34.012
13/09/2024,34.109
12/09/2024,34.236
11/09/2024,34.772
10/09/2024,34.574
09/09/2024,34.594
06/09/2024,34.577
05/09/2024,34.554
04/09/2024,34.609
03/09/2024,34.616
02/09/2024,34.598
30/08/2024,34.413
29/08/2024,34.464
28/08/2024,34.568
27/08/2024,34.476
26/08/2024,34.295
23/08/2024,34.748
22/08/2024,34.559
21/08/2024,34.453
20/08/2024,34.588
19/08/2024,34.274
16/08/2024,35.174
15/08/2024,35.666
14/08/2024,35.76
13/08/2024,36.255
12/08/2024,36.598
09/08/2024,37.168
08/08/2024,38.154
07/08/2024,38.152
06/08/2024,39.333
05/08/2024,39.361
02/08/2024,38.317
01/08/2024,36.105
31/07/2024,35.837
30/07/2024,35.797
29/07/2024,35.791
26/07/2024,36.204
25/07/2024,36.225
24/07/2024,35.308
23/07/2024,35.016
22/07/2024,34.816
19/07/2024,34.909
18/07/2024,34.809
17/07/2024,34.665
16/07/2024,34.597
15/07/2024,34.548
12/07/2024,34.394
11/07/2024,34.539
10/07/2024,34.911
09/07/2024,34.813
08/07/2024,34.887
05/07/2024,35.553
04/07/2024,36.673
03/07/2024,36.305
02/07/2024,37.077
01/07/2024,37.361
28/06/2024,40.085
27/06/2024,39.029
26/06/2024,38.84
25/06/2024,38.486
24/06/2024,39.009
21/06/2024,39.16
20/06/2024,38.774
19/06/2024,38.855
18/06/2024,38.78
17/06/2024,41.733
14/06/2024,41.736
13/06/2024,38.321
12/06/2024,35.96
11/06/2024,37.381
10/06/2024,36.153
07/06/2024,34.759
06/06/2024,35.069
05/06/2024,34.674
04/06/2024,34.682
03/06/2024,34.536
31/05/2024,34.871
30/05/2024,34.992
29/05/2024,34.899
28/05/2024,34.885
27/05/2024,34.825
24/05/2024,34.909
23/05/2024,34.815
22/05/2024,34.976
21/05/2024,34.776
20/05/2024,34.455
17/05/2024,35.301
16/05/2024,35.891
15/05/2024,35.97
14/05/2024,36.023
13/05/2024,36.091
10/05/2024,35.867
09/05/2024,35.086
08/05/2024,35.585
07/05/2024,34.759
06/05/2024,35.8
03/05/2024,36.175
02/05/2024,36.15
01/05/2024,36.934
30/04/2024,37.046
29/04/2024,36.113
26/04/2024,37.578
25/04/2024,37.825
24/04/2024,37.255
23/04/2024,38.009
22/04/2024,37.844
19/04/2024,37.927
18/04/2024,38.123
17/04/2024,38.193
16/04/2024,38.503
15/04/2024,37.829
12/04/2024,37.952
11/04/2024,37.628
10/04/2024,37.711
09/04/2024,37.59
08/04/2024,38.081
05/04/2024,37.893
04/04/2024,38.436
03/04/2024,39.137
02/04/2024,38.899
01/04/2024,39.319
29/03/2024,39.4
28/03/2024,39.248
27/03/2024,39.198
26/03/2024,39.208
25/03/2024,39.221
22/03/2024,39.239
21/03/2024,39.853
20/03/2024,39.797
19/03/2024,35.479
18/03/2024,35.675
15/03/2024,36.703
14/03/2024,36.578
13/03/2024,36.823
12/03/2024,36.79
11/03/2024,37.096
08/03/2024,37.061
07/03/2024,37.184
06/03/2024,39.803
05/03/2024,39.601
04/03/2024,40.284
01/03/2024,39.696
29/02/2024,40.118
28/02/2024,40.376
27/02/2024,40.451
26/02/2024,40.438
23/02/2024,40.206
22/02/2024,41.217
21/02/2024,41.087
20/02/2024,41.169
19/02/2024,41.697
16/02/2024,41.761
15/02/2024,42.045
14/02/2024,42.497
13/02/2024,42.964
12/02/2024,41.931
09/02/2024,43.094
08/02/2024,42.167
07/02/2024,42.375
06/02/2024,43.165
05/02/2024,41.881
02/02/2024,42.855
01/02/2024,42.962
31/01/2024,43.811
30/01/2024,42.076
29/01/2024,42.166
26/01/2024,42.558
25/01/2024,42.668
24/01/2024,42.725
23/01/2024,43.866
22/01/2024,43.315
19/01/2024,43.026
18/01/2024,43.939
17/01/2024,44.19
16/01/2024,43.743
15/01/2024,43.068
12/01/2024,43.938
11/01/2024,44.185
10/01/2024,44.264
09/01/2024,45.557
08/01/2024,45.479
05/01/2024,45.582
04/01/2024,46.038
03/01/2024,45.79
02/01/2024,44.663
01/01/2024,44.598
29/12/2023,44.802
28/12/2023,44.912
27/12/2023,45.405
26/12/2023,45.361
25/12/2023,45.007
22/12/2023,45.187
21/12/2023,45.264
20/12/2023,45.935
19/12/2023,45.594
18/12/2023,44.813
15/12/2023,46.394
14/12/2023,44.698
13/12/2023,46.115
12/12/2023,45.814
11/12/2023,46.179
08/12/2023,45.715
07/12/2023,47.041
06/12/2023,45.961
05/12/2023,46.496
04/12/2023,46.521
01/12/2023,46.962
30/11/2023,47.674
29/11/2023,46.216
28/11/2023,46.994
27/11/2023,48.033
24/11/2023,48.273
23/11/2023,47.475
22/11/2023,48.091
21/11/2023,46.984
20/11/2023,48.63
17/11/2023,49.346
16/11/2023,50.208
15/11/2023,50.914
14/11/2023,51.27
13/11/2023,52.04
10/11/2023,53.121
09/11/2023,53.113
08/11/2023,53.18
07/11/2023,51.889
06/11/2023,52.597
03/11/2023,53.756
02/11/2023,54.101
01/11/2023,54.574
31/10/2023,54.805
30/10/2023,54.711
27/10/2023,55.18
26/10/2023,55.556
25/10/2023,54.841
24/10/2023,55.264
23/10/2023,55.378
20/10/2023,54.257
19/10/2023,54.433
18/10/2023,54.397
17/10/2023,53.863
16/10/2023,54.421
13/10/2023,54.45
12/10/2023,53.638
11/10/2023,54.431
10/10/2023,55.63
09/10/2023,56.812
06/10/2023,55.783
05/10/2023,54.749
04/10/2023,54.616
03/10/2023,53.945
02/10/2023,52.592
29/09/2023,52.586
28/09/2023,52.771
27/09/2023,52.764
26/09/2023,52.932
25/09/2023,51.799
22/09/2023,51.377
21/09/2023,51.444
20/09/2023,50.9
19/09/2023,47.349
18/09/2023,46.723
15/09/2023,45.882
14/09/2023,47.397
13/09/2023,46.137
12/09/2023,46.898
11/09/2023,47.719
08/09/2023,47.439
07/09/2023,46.367
06/09/2023,46.297
05/09/2023,46.52
04/09/2023,47.739
01/09/2023,48.109
31/08/2023,48.132
30/08/2023,47.992
29/08/2023,47.918
28/08/2023,48.583
25/08/2023,48.627
24/08/2023,48.891
23/08/2023,49.639
22/08/2023,49.209
21/08/2023,49.733
18/08/2023,50.863
17/08/2023,51.348
16/08/2023,50.781
15/08/2023,49.302
14/08/2023,48.84
11/08/2023,49.55
10/08/2023,49.36
09/08/2023,49.585
08/08/2023,50.824
07/08/2023,48.631
04/08/2023,48.489
03/08/2023,47.867
02/08/2023,49.664
01/08/2023,48.785
31/07/2023,47.675
28/07/2023,47.771
27/07/2023,47.978
26/07/2023,49.075
25/07/2023,48.913
24/07/2023,47.881
21/07/2023,47.644
20/07/2023,48.245
19/07/2023,48.241
18/07/2023,48.728
17/07/2023,48.953
14/07/2023,48.763
13/07/2023,49.045
12/07/2023,49.18
11/07/2023,49.154
10/07/2023,49.159
07/07/2023,49.378
06/07/2023,47.548
05/07/2023,47.605
04/07/2023,47.254
03/07/2023,48.688
30/06/2023,50.116
29/06/2023,48.827
28/06/2023,50.14
27/06/2023,48.599
26/06/2023,49.399
23/06/2023,49.648
22/06/2023,49.662
21/06/2023,49.255
20/06/2023,49.218
19/06/2023,48.486
16/06/2023,49.228
15/06/2023,50.12
14/06/2023,47.699
13/06/2023,48.471
12/06/2023,48.47
09/06/2023,49.891
08/06/2023,50.487
07/06/2023,50.496
06/06/2023,50.958
05/06/2023,49.941
02/06/2023,51.479
01/06/2023,51.994
31/05/2023,52.53
30/05/2023,52.387
29/05/2023,52.367
26/05/2023,52.476
25/05/2023,52.99
24/05/2023,52.841
23/05/2023,52.035
22/05/2023,52.42
19/05/2023,52.432
18/05/2023,52.095
17/05/2023,53.795
16/05/2023,53.067
15/05/2023,53.094
12/05/2023,53.234
11/05/2023,54.467
10/05/2023,54.556
09/05/2023,54.302
08/05/2023,54.56
05/05/2023,54.154
04/05/2023,55.216
03/05/2023,54.218
02/05/2023,54.235
01/05/2023,55.03
28/04/2023,54.717
27/04/2023,55.07
26/04/2023,54.708
25/04/2023,51.499
24/04/2023,50.314
21/04/2023,49.632
20/04/2023,49.607
19/04/2023,49.305
18/04/2023,49.544
17/04/2023,50.816
14/04/2023,50.847
13/04/2023,50.6
12/04/2023,50.291
11/04/2023,48.443
10/04/2023,49.485
07/04/2023,49.325
06/04/2023,49.22
05/04/2023,50.201
04/04/2023,48.949
03/04/2023,48.312
31/03/2023,48.716
30/03/2023,49.215
29/03/2023,51.828
28/03/2023,52.827
27/03/2023,53.744
24/03/2023,51.644
23/03/2023,51.162
22/03/2023,50.448
21/03/2023,49.718
20/03/2023,53.095
17/03/2023,49.566
16/03/2023,50.555
15/03/2023,50.926
14/03/2023,48.125
13/03/2023,48.391
10/03/2023,46.83
09/03/2023,44.853
08/03/2023,44.242
07/03/2023,44.419
06/03/2023,43.497
03/03/2023,44.021
02/03/2023,44.418
01/03/2023,44.408
28/02/2023,44.167
27/02/2023,44.12
24/02/2023,45.341
23/02/2023,45.367
22/02/2023,45.779
21/02/2023,45.097
20/02/2023,44.905
17/02/2023,45.115
16/02/2023,45.107
15/02/2023,43.89
14/02/2023,43.356
13/02/2023,45.037
10/02/2023,44.754
09/02/2023,43.192
08/02/2023,42.758
07/02/2023,44.512
06/02/2023,44.744
03/02/2023,43.722
02/02/2023,44.141
01/02/2023,45.455
31/01/2023,45.659
30/01/2023,45.911
27/01/2023,45.37
26/01/2023,45.061
25/01/2023,45.551
24/01/2023,42.126
23/01/2023,46.387
20/01/2023,46.118
19/01/2023,46.252
18/01/2023,45.621
17/01/2023,47.172
16/01/2023,47.534
13/01/2023,47.849
12/01/2023,48.102
11/01/2023,49.892
10/01/2023,51.773
09/01/2023,51.722
06/01/2023,52.203
05/01/2023,52.339
04/01/2023,52.6
03/01/2023,53.922
02/01/2023,54.679
30/12/2022,55.09
29/12/2022,55.826
28/12/2022,56.837
27/12/2022,53.584
26/12/2022,53.341
23/12/2022,53.972
22/12/2022,54.47
21/12/2022,54.933
20/12/2022,56.158
19/12/2022,55.39
16/12/2022,55.494
15/12/2022,53.715
14/12/2022,52.591
13/12/2022,51.669
12/12/2022,52.377
09/12/2022,52.075
08/12/2022,50.456
07/12/2022,52.119
06/12/2022,52.369
05/12/2022,52.503
02/12/2022,52.635
01/12/2022,52.987
30/11/2022,54.344
29/11/2022,53.815
28/11/2022,54.48
25/11/2022,53.73
24/11/2022,54.521
23/11/2022,55.587
22/11/2022,57.634
21/11/2022,58.453
18/11/2022,57.527
17/11/2022,58.53
16/11/2022,56.222
15/11/2022,56.807
14/11/2022,57.3
11/11/2022,56.55
10/11/2022,57.316
09/11/2022,57.573
08/11/2022,57.533
07/11/2022,57.627
04/11/2022,58.784
03/11/2022,60.513
02/11/2022,60.602
01/11/2022,59.608
31/10/2022,60.783
28/10/2022,59.957
27/10/2022,61.184
26/10/2022,62.803
25/10/2022,62.981
24/10/2022,64.439
21/10/2022,66.075
20/10/2022,65.501
19/10/2022,66.908
18/10/2022,67.745
17/10/2022,67.167
14/10/2022,68.229
13/10/2022,69.178
12/10/2022,67.649
11/10/2022,66.3
10/10/2022,66.185
07/10/2022,64.378
06/10/2022,63.629
05/10/2022,64.434
04/10/2022,64.041
03/10/2022,66.034
30/09/2022,66.151
29/09/2022,66.573
28/09/2022,65.443
27/09/2022,63.188
26/09/2022,60.49
23/09/2022,58.941
22/09/2022,57.83
21/09/2022,58.052
20/09/2022,57.935
19/09/2022,54.503
16/09/2022,53.679
15/09/2022,53.034
14/09/2022,53.556
13/09/2022,52.353
12/09/2022,52.296
09/09/2022,52.966
08/09/2022,52.183
07/09/2022,52.928
06/09/2022,53.785
05/09/2022,55.255
02/09/2022,53.669
01/09/2022,53.777
31/08/2022,52.577
30/08/2022,51.604
29/08/2022,52.904
26/08/2022,52.41
25/08/2022,51.48
24/08/2022,52.27
23/08/2022,52.951
22/08/2022,52.57
19/08/2022,51.912
18/08/2022,51.641
17/08/2022,51.996
16/08/2022,50.822
15/08/2022,49.601
12/08/2022,48.189
11/08/2022,47.797
10/08/2022,50.431
09/08/2022,51.15
08/08/2022,50.292
05/08/2022,50.839
04/08/2022,52.033
03/08/2022,52.264
02/08/2022,54.539
01/08/2022,54.102
29/07/2022,57.154
28/07/2022,60.273
27/07/2022,61.579
26/07/2022,62.313
25/07/2022,61.293
22/07/2022,65.253
21/07/2022,67.169
20/07/2022,64.911
19/07/2022,66.067
18/07/2022,68.316
15/07/2022,67.649
14/07/2022,64.614
13/07/2022,62.355
12/07/2022,62.206
11/07/2022,59.882
08/07/2022,59.804
07/07/2022,60.647
06/07/2022,60.446
05/07/2022,61.043
04/07/2022,58.096
01/07/2022,56.509
30/06/2022,57.301
29/06/2022,53.826
28/06/2022,54.465
27/06/2022,56.301
24/06/2022,57.382
23/06/2022,55.711
22/06/2022,52.986
21/06/2022,51.713
20/06/2022,54.321
17/06/2022,57.504
16/06/2022,64.019
15/06/2022,66.894
14/06/2022,70.874
13/06/2022,62.745
10/06/2022,60.267
09/06/2022,59.24
08/06/2022,56.798
07/06/2022,54.872
06/06/2022,54.015
03/06/2022,53.749
02/06/2022,57.166
01/06/2022,53.837
31/05/2022,53.755
30/05/2022,52.126
27/05/2022,52.133
26/05/2022,52.986
25/05/2022,54.236
24/05/2022,54.608
23/05/2022,54.224
20/05/2022,54.989
19/05/2022,53.232
18/05/2022,52.177
17/05/2022,51.895
16/05/2022,52.86
13/05/2022,51.929
12/05/2022,52.558
11/05/2022,52.958
10/05/2022,53.969
09/05/2022,55.135
06/05/2022,53.145
05/05/2022,51.314
04/05/2022,50.626
03/05/2022,49.584
02/05/2022,47.255
29/04/2022,47.258
28/04/2022,46.407
27/04/2022,46.468
26/04/2022,46.023
25/04/2022,45.026
22/04/2022,44.026
21/04/2022,42.905
20/04/2022,42.483
19/04/2022,42.53
18/04/2022,42.406
15/04/2022,42.476
14/04/2022,42.408
13/04/2022,42.197
12/04/2022,41.692
11/04/2022,41.81
08/04/2022,44.443
07/04/2022,42.623
06/04/2022,42.323
05/04/2022,42.439
04/04/2022,40.818
01/04/2022,40.656
31/03/2022,39.574
30/03/2022,40.583
29/03/2022,40.989
28/03/2022,43.291
25/03/2022,42.721
24/03/2022,41.965
23/03/2022,41.134
22/03/2022,40.901
21/03/2022,41.144
18/03/2022,38.783
17/03/2022,39.278
16/03/2022,39.275
15/03/2022,43.76
14/03/2022,44.492
11/03/2022,44.954
10/03/2022,45.391
09/03/2022,41.075
08/03/2022,42.874
07/03/2022,50.801
04/03/2022,48.076
03/03/2022,43.291
02/03/2022,43.489
01/03/2022,42.592
28/02/2022,43.285
25/02/2022,41.305
24/02/2022,44.715
23/02/2022,42.033
22/02/2022,41.98
21/02/2022,42.65
18/02/2022,41.334
17/02/2022,40.455
16/02/2022,40.534
15/02/2022,41.313
14/02/2022,41.936
11/02/2022,41.552
10/02/2022,39.261
09/02/2022,38.339
08/02/2022,39.439
07/02/2022,40.616
04/02/2022,39.411
03/02/2022,35.499
02/02/2022,33.288
01/02/2022,33.693
31/01/2022,33.765
28/01/2022,34.192
27/01/2022,33.302
26/01/2022,33.628
25/01/2022,32.788
24/01/2022,33.068
21/01/2022,32.849
20/01/2022,32.27
19/01/2022,31.899
18/01/2022,32.725
17/01/2022,32.283
14/01/2022,31.269
13/01/2022,31.657
12/01/2022,31.929
11/01/2022,31.871
10/01/2022,31.481
07/01/2022,31.871
06/01/2022,31.79
05/01/2022,32.487
04/01/2022,32.96
03/01/2022,34.972
31/12/2021,34.984
30/12/2021,34.904
29/12/2021,35.256
28/12/2021,34.686
27/12/2021,34.468
24/12/2021,34.629
23/12/2021,35.085
22/12/2021,35.61
21/12/2021,35.502
20/12/2021,34.774
17/12/2021,34.862
16/12/2021,34.879
15/12/2021,34.707
14/12/2021,34.535
13/12/2021,34.603
10/12/2021,35.104
09/12/2021,35.67
08/12/2021,35.408
07/12/2021,34.804
06/12/2021,35.072
03/12/2021,34.675
02/12/2021,35.376
01/12/2021,35.31
30/11/2021,35.569
29/11/2021,35.109
26/11/2021,35.664
25/11/2021,34.949
24/11/2021,34.825
23/11/2021,34.742
22/11/2021,34.291
19/11/2021,34.269
18/11/2021,32.889
17/11/2021,33.013
16/11/2021,32.962
15/11/2021,33.009
12/11/2021,32.921
11/11/2021,32.771
10/11/2021,32.277
09/11/2021,31.867
08/11/2021,32.527
05/11/2021,32.592
04/11/2021,32.339
03/11/2021,32.905
02/11/2021,33.566
01/11/2021,34.407
29/10/2021,33.391
28/10/2021,30.817
27/10/2021,29.696
26/10/2021,29.858
25/10/2021,29.758
22/10/2021,29.806
21/10/2021,29.944
20/10/2021,29.868
19/10/2021,29.989
18/10/2021,30.014
15/10/2021,29.843
14/10/2021,30.397
13/10/2021,30.475
12/10/2021,30.886
11/10/2021,30.494
08/10/2021,30.532
07/10/2021,30.672
06/10/2021,31.121
05/10/2021,30.351
04/10/2021,30.206
01/10/2021,30.498
30/09/2021,30.59
29/09/2021,30.277
28/09/2021,30.777
27/09/2021,30.37
